weather_id,country,state,reading_date,rainfall_mm,avg_temp_c,humidity_pct
1722,Nigeria,Kano,2026-06-22,0.0,32.3,49.7
1723,Nigeria,Rivers,2026-06-22,8.6,31.5,70.8
1724,Nigeria,Benue,2026-06-22,10.0,29.9,86.1
1725,Nigeria,Oyo,2026-06-22,3.0,27.3,69.3
1726,Ghana,Ashanti,2026-06-22,3.5,29.5,70.0
1727,Ghana,Greater Accra,2026-06-22,5.6,26.8,62.1
1728,Kenya,Nakuru,2026-06-22,2.2,23.4,53.7
1729,Kenya,Kiambu,2026-06-22,4.4,23.2,73.4
1730,Kenya,Kisumu,2026-06-22,5.9,24.4,68.7
1731,Nigeria,Kaduna,2026-06-23,1.0,29.0,66.7
1732,Nigeria,Kano,2026-06-23,4.7,31.1,72.4
1733,Nigeria,Rivers,2026-06-23,6.3,25.3,61.7
1734,Nigeria,Benue,2026-06-23,2.7,26.0,60.2
1735,Nigeria,Oyo,2026-06-23,0.3,31.6,57.6
1736,Ghana,Ashanti,2026-06-23,11.1,31.1,82.6
1737,Ghana,Greater Accra,2026-06-23,0.0,29.6,64.3
1738,Kenya,Nakuru,2026-06-23,1.2,23.9,64.1
1739,Kenya,Kiambu,2026-06-23,0.0,26.1,56.6
1740,Kenya,Kisumu,2026-06-23,0.0,22.1,54.2
1741,Nigeria,Kaduna,2026-06-24,6.3,27.1,64.2
1742,Nigeria,Kano,2026-06-24,9.1,32.8,85.3
1743,Nigeria,Rivers,2026-06-24,16.3,26.1,87.4
1744,Nigeria,Benue,2026-06-24,3.7,30.7,55.9
1745,Nigeria,Oyo,2026-06-24,9.3,27.0,71.2
1746,Ghana,Ashanti,2026-06-24,8.4,28.5,78.3
1747,Ghana,Greater Accra,2026-06-24,4.9,30.5,76.0
1748,Kenya,Nakuru,2026-06-24,2.7,25.1,56.5
1749,Kenya,Kiambu,2026-06-24,4.6,20.5,60.9
1750,Kenya,Kisumu,2026-06-24,1.3,27.1,67.8
1751,Nigeria,Kaduna,2026-06-25,3.0,25.4,60.9
1752,Nigeria,Kano,2026-06-25,8.3,31.7,77.5
1753,Nigeria,Rivers,2026-06-25,3.6,27.0,70.7
1754,Nigeria,Benue,2026-06-25,0.0,25.9,48.0
1755,Nigeria,Oyo,2026-06-25,0.0,27.2,61.9
1756,Ghana,Ashanti,2026-06-25,9.3,24.1,80.4
1757,Ghana,Greater Accra,2026-06-25,5.7,26.4,62.2
1758,Kenya,Nakuru,2026-06-25,10.1,24.5,72.8
1759,Kenya,Kiambu,2026-06-25,6.2,26.2,64.4
1760,Kenya,Kisumu,2026-06-25,4.0,25.3,65.4
1761,Nigeria,Kaduna,2026-06-26,4.1,29.6,69.3
1762,Nigeria,Kano,2026-06-26,8.9,30.3,74.5
1763,Nigeria,Rivers,2026-06-26,3.7,28.8,62.1
1764,Nigeria,Benue,2026-06-26,8.0,27.0,66.6
1765,Nigeria,Oyo,2026-06-26,7.6,25.5,66.0
1766,Ghana,Ashanti,2026-06-26,10.0,31.8,74.8
1767,Ghana,Greater Accra,2026-06-26,11.0,29.4,78.3
1768,Kenya,Nakuru,2026-06-26,8.2,22.2,76.1
1769,Kenya,Kiambu,2026-06-26,2.5,23.0,70.5
1770,Kenya,Kisumu,2026-06-26,0.4,24.7,56.0
1771,Nigeria,Kaduna,2026-06-27,0.0,25.5,61.5
1772,Nigeria,Kano,2026-06-27,5.2,31.5,59.2
1773,Nigeria,Rivers,2026-06-27,10.4,30.3,72.1
1774,Nigeria,Benue,2026-06-27,14.6,31.9,89.4
1775,Nigeria,Oyo,2026-06-27,8.9,26.2,68.7
1776,Ghana,Ashanti,2026-06-27,9.4,25.6,73.1
1777,Ghana,Greater Accra,2026-06-27,3.2,29.0,62.6
1778,Kenya,Nakuru,2026-06-27,0.0,24.5,55.2
1779,Kenya,Kiambu,2026-06-27,14.7,23.8,82.1
1780,Kenya,Kisumu,2026-06-27,7.3,23.4,79.8
1781,Nigeria,Kaduna,2026-06-28,5.8,32.9,63.8
1782,Nigeria,Kano,2026-06-28,12.1,28.5,81.8
1783,Nigeria,Rivers,2026-06-28,5.4,27.7,69.8
1784,Nigeria,Benue,2026-06-28,0.6,29.2,59.5
1785,Nigeria,Oyo,2026-06-28,2.5,26.9,64.3
1786,Ghana,Ashanti,2026-06-28,1.6,25.7,62.1
1787,Ghana,Greater Accra,2026-06-28,0.0,29.5,50.7
1788,Kenya,Nakuru,2026-06-28,1.1,24.8,60.9
1789,Kenya,Kiambu,2026-06-28,2.5,20.2,61.9
1790,Kenya,Kisumu,2026-06-28,7.3,25.8,74.2
1791,Nigeria,Kaduna,2026-06-29,3.5,26.2,57.9
1792,Nigeria,Kano,2026-06-29,7.5,29.7,70.6
1793,Nigeria,Rivers,2026-06-29,8.7,31.5,71.8
1794,Nigeria,Benue,2026-06-29,5.5,27.3,71.3
1795,Nigeria,Oyo,2026-06-29,6.0,25.1,61.7
1796,Ghana,Ashanti,2026-06-29,1.9,25.1,68.8
1797,Ghana,Greater Accra,2026-06-29,1.7,28.4,64.6
1798,Kenya,Nakuru,2026-06-29,5.8,24.0,65.6
1799,Kenya,Kiambu,2026-06-29,0.9,22.5,65.9
1800,Kenya,Kisumu,2026-06-29,6.4,23.4,65.4
